VALUE,CLASSNAMES,R,G,B,red,green,blue
115,Shrub Cover >= 50 and < 60%,194,110,79,0.76078400000,0.43137300000,0.30980400000
116,Shrub Cover >= 60 and < 70%,189,94,70,0.74117600000,0.36862700000,0.27451000000
117,Shrub Cover >= 70 and < 80%,181,76,60,0.70980400000,0.29803900000,0.23529400000
118,Shrub Cover >= 80 and < 90%,176,59,51,0.69019600000,0.23137300000,0.20000000000
119,Shrub Cover >= 90 and <= 100%,158,0,32,0.61960800000,0.00000000000,0.12549000000
121,Herb Cover >= 10 and < 20%,255,204,102,1.00000000000,0.80000000000,0.40000000000
122,Herb Cover >= 20 and < 30%,255,186,89,1.00000000000,0.72941200000,0.34902000000
123,Herb Cover >= 30 and < 40%,255,169,77,1.00000000000,0.66274500000,0.30196100000
124,Herb Cover >= 40 and < 50%,255,154,66,1.00000000000,0.60392200000,0.25882400000
125,Herb Cover >= 50 and < 60%,255,134,54,1.00000000000,0.52549000000,0.21176500000
126,Herb Cover >= 60 and < 70%,255,117,43,1.00000000000,0.45882400000,0.16862700000
127,Herb Cover >= 70 and < 80%,255,100,33,1.00000000000,0.39215700000,0.12941200000
128,Herb Cover >= 80 and < 90%,255,85,23,1.00000000000,0.33333300000,0.09019600000
129,Herb Cover >= 90 and <= 100%,255,51,0,1.00000000000,0.20000000000,0.00000000000
150,Sparse Vegetation Canopy,122,127,117,0.47843100000,0.49803900000,0.45882400000
151,Tree Canopy >= 10 and < 25%,204,255,153,0.80000000000,1.00000000000,0.60000000000
152,Tree Canopy >= 25 and < 60%,70,120,50,0.27451000000,0.47058800000,0.19607800000
153,Tree Canopy >= 60 and <= 100%,0,51,0,0.00000000000,0.20000000000,0.00000000000
161,Shrub Canopy >= 10 and < 25%,212,178,125,0.83137300000,0.69803900000,0.49019600000
162,Shrub Canopy >= 25 and < 60%,194,110,79,0.76078400000,0.43137300000,0.30980400000
163,Shrub Canopy >= 60 and <= 100%,158,0,32,0.61960800000,0.00000000000,0.12549000000
171,Herb Canopy >= 10 and < 60%,255,169,77,1.00000000000,0.66274500000,0.30196100000
172,Herb Canopy >= 60 and <= 100%,255,117,43,1.00000000000,0.45882400000,0.16862700000
-9999,NoData,255,255,255,1.00000000000,1.00000000000,1.00000000000
