VALUE,EVT_Name,LFRDB,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
7125,Inter-Mountain Basins Big Sagebrush Steppe,7125,2125,Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,230,151,41,0.90196100000,0.59215700000,0.16078400000
7126,Inter-Mountain Basins Montane Sagebrush Steppe,7126,2126,Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,219,140,37,0.85882400000,0.54902000000,0.14509800000
7127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,7127,2127,Sh Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,613,Shrubland,Desert Scrub,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,130,101,72,0.50980400000,0.39607800000,0.28235300000
7128,Northern California Coastal Scrub,7128,2128,Sh Northern California Coastal Scrub,Shrub,609,Shrubland,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,201,116,30,0.78823500000,0.45490200000,0.11764700000
7129,California Central Valley and Southern Coastal Grassland,7129,2129,He California Central Valley and Southern Coastal Grassland,Herb,617,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,235,153,1.00000000000,0.92156900000,0.60000000000
7130,California Mesic Serpentine Grassland,7130,2130,He California Mesic Serpentine Grassland,Herb,617,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,235,153,1.00000000000,0.92156900000,0.60000000000
7131,California Northern Coastal Grassland,7131,2131,He California Northern Coastal Grassland,Herb,617,Grassland,Grassland,SRM 214: Coastal Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,248,148,1.00000000000,0.97254900000,0.58039200000
7132,Central Mixedgrass Prairie Grassland,7132,2132,Sh Central Mixedgrass Prairie,Herb,646,Grassland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,241,140,1.00000000000,0.94509800000,0.54902000000
7207,Central Mixedgrass Prairie Shrubland,7132,2132,Sh Central Mixedgrass Prairie,Shrub,646,Grassland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,241,140,1.00000000000,0.94509800000,0.54902000000
7133,Chihuahuan Sandy Plains Semi-Desert Grassland,7133,2133,He Chihuahuan Sandy Plains Semi-Desert Grassland,Herb,617,Grassland,Grassland,SRM 713: Grama-Muhly-Threeawn,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,233,135,1.00000000000,0.91372500000,0.52941200000
7134,Columbia Basin Foothill and Canyon Dry Grassland,7134,2134,He Columbia Basin Foothill and Canyon Dry Grassland,Herb,617,Grassland,Grassland,SRM 101: Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,226,130,1.00000000000,0.88627500000,0.50980400000
7135,Inter-Mountain Basins Semi-Desert Grassland,7135,2135,He Inter-Mountain Basins Semi-Desert Grassland,Herb,617,Grassland,Grassland,SRM 502: Grama-Galetta,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,200,125,1.00000000000,0.78431400000,0.49019600000
7136,Mediterranean California Alpine Dry Tundra,7136,2136,He Mediterranean California Alpine Dry Tundra,Herb,616,Grassland,Dry Tundra,SRM 213: Alpine Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,211,119,1.00000000000,0.82745100000,0.46666700000
7137,Mediterranean California Subalpine Meadow,7137,2137,He Mediterranean California Subalpine Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 216: Montane Meadows,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,205,112,1.00000000000,0.80392200000,0.43921600000
7138,North Pacific Montane Grassland,7138,2138,He North Pacific Montane Grassland,Herb,617,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,198,107,1.00000000000,0.77647100000,0.41960800000
7139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,7139,2139,He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,617,Grassland,Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,191,102,1.00000000000,0.74902000000,0.40000000000
7140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,7140,2140,He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,617,Grassland,Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,184,97,1.00000000000,0.72156900000,0.38039200000
7141,Northwestern Great Plains Mixedgrass Prairie,7141,2141,He Northwestern Great Plains Mixedgrass Prairie,Herb,646,Grassland,Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,176,92,1.00000000000,0.69019600000,0.36078400000
7142,Columbia Basin Palouse Prairie,7142,2142,He Columbia Basin Palouse Prairie,Herb,617,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,198,107,1.00000000000,0.77647100000,0.41960800000
7143,Rocky Mountain Alpine Fell-Field,7143,2143,He Rocky Mountain Alpine Fell-Field,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.67058800000,0.56862700000,0.41568600000
7144,Rocky Mountain Alpine Turf,7144,2144,He Rocky Mountain Alpine Turf,Herb,616,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.67058800000,0.56862700000,0.41568600000
7145,Rocky Mountain Subalpine-Montane Mesic Meadow,7145,2145,He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,163,82,1.00000000000,0.63921600000,0.32156900000
7146,Southern Rocky Mountain Montane-Subalpine Grassland,7146,2146,He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,617,Grassland,Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.67058800000,0.56862700000,0.41568600000
7147,Western Great Plains Foothill and Piedmont Grassland,7147,2147,He Western Great Plains Foothill and Piedmont Grassland,Herb,617,Grassland,Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,157,77,1.00000000000,0.61568600000,0.30196100000
